ref_year,region_code,gender,age_group,characteristic,value,uom
2023,ON,Total,15 years and over,Employment,8006.1,Persons in thousands
2023,ON,Total,15 years and over,Employment rate,62.0,Percent
2023,ON,Total,15 years and over,Full-time employment,6632.4,Persons in thousands
2023,ON,Total,15 years and over,Labour force,8483.8,Persons in thousands
2023,ON,Total,15 years and over,Not in labour force,4439.1,Persons in thousands
2023,ON,Total,15 years and over,Part-time employment,1373.8,Persons in thousands
2023,ON,Total,15 years and over,Participation rate,65.6,Percent
2023,ON,Total,15 years and over,Population,12922.9,Persons in thousands
2023,ON,Total,15 years and over,Proportion employed full-time,82.8,Percent
2023,ON,Total,15 years and over,Proportion employed part-time,17.2,Percent
2023,ON,Total,15 years and over,Unemployment,477.7,Persons in thousands
2023,ON,Total,15 years and over,Unemployment rate,5.6,Percent
2023,ON,Total,25 to 54 years,Employment,5244.6,Persons in thousands
2023,ON,Total,25 to 54 years,Employment rate,84.1,Percent
2023,ON,Total,25 to 54 years,Full-time employment,4729.9,Persons in thousands
2023,ON,Total,25 to 54 years,Labour force,5501.9,Persons in thousands
2023,ON,Total,25 to 54 years,Not in labour force,735.2,Persons in thousands
2023,ON,Total,25 to 54 years,Part-time employment,514.7,Persons in thousands
2023,ON,Total,25 to 54 years,Participation rate,88.2,Percent
2023,ON,Total,25 to 54 years,Population,6237.1,Persons in thousands
2023,ON,Total,25 to 54 years,Proportion employed full-time,90.2,Percent
2023,ON,Total,25 to 54 years,Proportion employed part-time,9.8,Percent
2023,ON,Total,25 to 54 years,Unemployment,257.3,Persons in thousands
2023,ON,Total,25 to 54 years,Unemployment rate,4.7,Percent
2023,PE,Total,15 to 24 years,Employment,13.8,Persons in thousands
2023,PE,Total,15 to 24 years,Employment rate,59.7,Percent
2023,PE,Total,15 to 24 years,Full-time employment,9.1,Persons in thousands
2023,PE,Total,15 to 24 years,Labour force,15.6,Persons in thousands
2023,PE,Total,15 to 24 years,Not in labour force,7.6,Persons in thousands
2023,PE,Total,15 to 24 years,Part-time employment,4.7,Persons in thousands
2023,PE,Total,15 to 24 years,Participation rate,67.5,Percent
2023,PE,Total,15 to 24 years,Population,23.1,Persons in thousands
2023,PE,Total,15 to 24 years,Proportion employed full-time,65.9,Percent
2023,PE,Total,15 to 24 years,Proportion employed part-time,34.1,Percent
2023,PE,Total,15 to 24 years,Unemployment,1.8,Persons in thousands
2023,PE,Total,15 to 24 years,Unemployment rate,11.5,Percent
2023,PE,Total,15 to 64 years,Employment,83.5,Persons in thousands
2023,PE,Total,15 to 64 years,Employment rate,75.3,Percent
2023,PE,Total,15 to 64 years,Full-time employment,72.2,Persons in thousands
2023,PE,Total,15 to 64 years,Labour force,89.9,Persons in thousands
2023,PE,Total,15 to 64 years,Not in labour force,21.0,Persons in thousands
2023,PE,Total,15 to 64 years,Part-time employment,11.3,Persons in thousands
2023,PE,Total,15 to 64 years,Participation rate,81.1,Percent
2023,PE,Total,15 to 64 years,Population,110.9,Persons in thousands
2023,PE,Total,15 to 64 years,Proportion employed full-time,86.5,Percent
2023,PE,Total,15 to 64 years,Proportion employed part-time,13.5,Percent
2023,PE,Total,15 to 64 years,Unemployment,6.4,Persons in thousands
2023,PE,Total,15 to 64 years,Unemployment rate,7.1,Percent
2023,PE,Total,15 years and over,Employment,89.3,Persons in thousands
2023,PE,Total,15 years and over,Employment rate,61.4,Percent
2023,PE,Total,15 years and over,Full-time employment,76.2,Persons in thousands
2023,PE,Total,15 years and over,Labour force,96.2,Persons in thousands
2023,PE,Total,15 years and over,Not in labour force,49.1,Persons in thousands
2023,PE,Total,15 years and over,Part-time employment,13.1,Persons in thousands
2023,PE,Total,15 years and over,Participation rate,66.2,Percent
2023,PE,Total,15 years and over,Population,145.4,Persons in thousands
2023,PE,Total,15 years and over,Proportion employed full-time,85.3,Percent
2023,PE,Total,15 years and over,Proportion employed part-time,14.7,Percent
2023,PE,Total,15 years and over,Unemployment,6.9,Persons in thousands
2023,PE,Total,15 years and over,Unemployment rate,7.2,Percent
2023,PE,Total,25 to 54 years,Employment,54.0,Persons in thousands
2023,PE,Total,25 to 54 years,Employment rate,84.0,Percent
2023,PE,Total,25 to 54 years,Full-time employment,49.7,Persons in thousands
2023,PE,Total,25 to 54 years,Labour force,57.4,Persons in thousands
2023,PE,Total,25 to 54 years,Not in labour force,6.9,Persons in thousands
2023,PE,Total,25 to 54 years,Part-time employment,4.4,Persons in thousands
2023,PE,Total,25 to 54 years,Participation rate,89.3,Percent
2023,PE,Total,25 to 54 years,Population,64.3,Persons in thousands
2023,PE,Total,25 to 54 years,Proportion employed full-time,92.0,Percent
2023,PE,Total,25 to 54 years,Proportion employed part-time,8.1,Percent
2023,PE,Total,25 to 54 years,Unemployment,3.4,Persons in thousands
2023,PE,Total,25 to 54 years,Unemployment rate,5.9,Percent
2023,QC,Total,15 to 24 years,Employment,607.1,Persons in thousands
2023,QC,Total,15 to 24 years,Employment rate,65.3,Percent
2023,QC,Total,15 to 24 years,Full-time employment,268.2,Persons in thousands
2023,QC,Total,15 to 24 years,Labour force,655.5,Persons in thousands
2023,QC,Total,15 to 24 years,Not in labour force,274.8,Persons in thousands
2023,QC,Total,15 to 24 years,Part-time employment,338.8,Persons in thousands
2023,QC,Total,15 to 24 years,Participation rate,70.5,Percent
2023,QC,Total,15 to 24 years,Population,930.3,Persons in thousands
2023,QC,Total,15 to 24 years,Proportion employed full-time,44.2,Percent
2023,QC,Total,15 to 24 years,Proportion employed part-time,55.8,Percent
2023,QC,Total,15 to 24 years,Unemployment,48.5,Persons in thousands
2023,QC,Total,15 to 24 years,Unemployment rate,7.4,Percent
2023,QC,Total,15 to 64 years,Employment,4305.1,Persons in thousands
2023,QC,Total,15 to 64 years,Employment rate,78.5,Percent
2023,QC,Total,15 to 64 years,Full-time employment,3579.5,Persons in thousands
2023,QC,Total,15 to 64 years,Labour force,4505.3,Persons in thousands
2023,QC,Total,15 to 64 years,Not in labour force,979.1,Persons in thousands
2023,QC,Total,15 to 64 years,Part-time employment,725.6,Persons in thousands
2023,QC,Total,15 to 64 years,Participation rate,82.1,Percent
2023,QC,Total,15 to 64 years,Population,5484.5,Persons in thousands
2023,QC,Total,15 to 64 years,Proportion employed full-time,83.1,Percent
2023,QC,Total,15 to 64 years,Proportion employed part-time,16.9,Percent
2023,QC,Total,15 to 64 years,Unemployment,200.3,Persons in thousands
2023,QC,Total,15 to 64 years,Unemployment rate,4.4,Percent
2023,QC,Total,15 years and over,Employment,4522.8,Persons in thousands
2023,QC,Total,15 years and over,Employment rate,62.4,Percent
2023,QC,Total,15 years and over,Full-time employment,3689.4,Persons in thousands
2023,QC,Total,15 years and over,Labour force,4734.4,Persons in thousands
2023,QC,Total,15 years and over,Not in labour force,2517.2,Persons in thousands
2023,QC,Total,15 years and over,Part-time employment,833.4,Persons in thousands
2023,QC,Total,15 years and over,Participation rate,65.3,Percent
2023,QC,Total,15 years and over,Population,7251.7,Persons in thousands
2023,QC,Total,15 years and over,Proportion employed full-time,81.6,Percent
2023,QC,Total,15 years and over,Proportion employed part-time,18.4,Percent
2023,QC,Total,15 years and over,Unemployment,211.6,Persons in thousands
2023,QC,Total,15 years and over,Unemployment rate,4.5,Percent
2023,QC,Total,25 to 54 years,Employment,2925.3,Persons in thousands
2023,QC,Total,25 to 54 years,Employment rate,87.0,Percent
2023,QC,Total,25 to 54 years,Full-time employment,2660.7,Persons in thousands
2023,QC,Total,25 to 54 years,Labour force,3042.3,Persons in thousands
2023,QC,Total,25 to 54 years,Not in labour force,320.4,Persons in thousands
2023,QC,Total,25 to 54 years,Part-time employment,264.6,Persons in thousands
2023,QC,Total,25 to 54 years,Participation rate,90.5,Percent
2023,QC,Total,25 to 54 years,Population,3362.7,Persons in thousands
2023,QC,Total,25 to 54 years,Proportion employed full-time,91.0,Percent
2023,QC,Total,25 to 54 years,Proportion employed part-time,9.0,Percent
2023,QC,Total,25 to 54 years,Unemployment,117.0,Persons in thousands
2023,QC,Total,25 to 54 years,Unemployment rate,3.8,Percent
2023,SK,Total,15 to 24 years,Employment,79.7,Persons in thousands
2023,SK,Total,15 to 24 years,Employment rate,57.8,Percent
2023,SK,Total,15 to 24 years,Full-time employment,44.1,Persons in thousands
2023,SK,Total,15 to 24 years,Labour force,88.2,Persons in thousands
2023,SK,Total,15 to 24 years,Not in labour force,49.6,Persons in thousands
2023,SK,Total,15 to 24 years,Part-time employment,35.6,Persons in thousands
2023,SK,Total,15 to 24 years,Participation rate,64.0,Percent
2023,SK,Total,15 to 24 years,Population,137.8,Persons in thousands
2023,SK,Total,15 to 24 years,Proportion employed full-time,55.3,Percent
2023,SK,Total,15 to 24 years,Proportion employed part-time,44.7,Percent
2023,SK,Total,15 to 24 years,Unemployment,8.5,Persons in thousands
2023,SK,Total,15 to 24 years,Unemployment rate,9.6,Percent
2023,SK,Total,15 to 64 years,Employment,552.2,Persons in thousands
2023,SK,Total,15 to 64 years,Employment rate,76.7,Percent
2023,SK,Total,15 to 64 years,Full-time employment,463.6,Persons in thousands
2023,SK,Total,15 to 64 years,Labour force,580.3,Persons in thousands
2023,SK,Total,15 to 64 years,Not in labour force,139.8,Persons in thousands
2023,SK,Total,15 to 64 years,Part-time employment,88.6,Persons in thousands
2023,SK,Total,15 to 64 years,Participation rate,80.6,Percent
2023,SK,Total,15 to 64 years,Population,720.1,Persons in thousands
2023,SK,Total,15 to 64 years,Proportion employed full-time,84.0,Percent
2023,SK,Total,15 to 64 years,Proportion employed part-time,16.0,Percent
2023,SK,Total,15 to 64 years,Unemployment,28.1,Persons in thousands
2023,SK,Total,15 to 64 years,Unemployment rate,4.8,Percent
2023,SK,Total,15 years and over,Employment,587.0,Persons in thousands
2023,SK,Total,15 years and over,Employment rate,64.0,Percent
2023,SK,Total,15 years and over,Full-time employment,484.1,Persons in thousands
2023,SK,Total,15 years and over,Labour force,616.0,Persons in thousands
2023,SK,Total,15 years and over,Not in labour force,300.9,Persons in thousands
2023,SK,Total,15 years and over,Part-time employment,102.9,Persons in thousands
2023,SK,Total,15 years and over,Participation rate,67.2,Percent
2023,SK,Total,15 years and over,Population,916.9,Persons in thousands
2023,SK,Total,15 years and over,Proportion employed full-time,82.5,Percent
2023,SK,Total,15 years and over,Proportion employed part-time,17.5,Percent
2023,SK,Total,15 years and over,Unemployment,29.1,Persons in thousands
2023,SK,Total,15 years and over,Unemployment rate,4.7,Percent
2023,SK,Total,25 to 54 years,Employment,379.2,Persons in thousands
2023,SK,Total,25 to 54 years,Employment rate,85.4,Percent
2023,SK,Total,25 to 54 years,Full-time employment,343.2,Persons in thousands
2023,SK,Total,25 to 54 years,Labour force,395.5,Persons in thousands
2023,SK,Total,25 to 54 years,Not in labour force,48.6,Persons in thousands
2023,SK,Total,25 to 54 years,Part-time employment,36.0,Persons in thousands
2023,SK,Total,25 to 54 years,Participation rate,89.1,Percent
2023,SK,Total,25 to 54 years,Population,444.1,Persons in thousands
2023,SK,Total,25 to 54 years,Proportion employed full-time,90.5,Percent
2023,SK,Total,25 to 54 years,Proportion employed part-time,9.5,Percent
2023,SK,Total,25 to 54 years,Unemployment,16.3,Persons in thousands
2023,SK,Total,25 to 54 years,Unemployment rate,4.1,Percent
2024,AB,Total,15 to 24 years,Employment,322.8,Persons in thousands
2024,AB,Total,15 to 24 years,Employment rate,54.7,Percent
2024,AB,Total,15 to 24 years,Full-time employment,174.7,Persons in thousands
2024,AB,Total,15 to 24 years,Labour force,377.4,Persons in thousands
2024,AB,Total,15 to 24 years,Not in labour force,212.7,Persons in thousands
2024,AB,Total,15 to 24 years,Part-time employment,148.1,Persons in thousands
2024,AB,Total,15 to 24 years,Participation rate,64.0,Percent
2024,AB,Total,15 to 24 years,Population,590.1,Persons in thousands
2024,AB,Total,15 to 24 years,Proportion employed full-time,54.1,Percent
2024,AB,Total,15 to 24 years,Proportion employed part-time,45.9,Percent
2024,AB,Total,15 to 24 years,Unemployment,54.7,Persons in thousands
2024,AB,Total,15 to 24 years,Unemployment rate,14.5,Percent
2024,AB,Total,15 to 64 years,Employment,2396.4,Persons in thousands
2024,AB,Total,15 to 64 years,Employment rate,74.9,Percent
2024,AB,Total,15 to 64 years,Full-time employment,1983.2,Persons in thousands
2024,AB,Total,15 to 64 years,Labour force,2579.7,Persons in thousands
2024,AB,Total,15 to 64 years,Not in labour force,619.2,Persons in thousands
2024,AB,Total,15 to 64 years,Part-time employment,413.2,Persons in thousands
2024,AB,Total,15 to 64 years,Participation rate,80.6,Percent
2024,AB,Total,15 to 64 years,Population,3198.9,Persons in thousands
2024,AB,Total,15 to 64 years,Proportion employed full-time,82.8,Percent
2024,AB,Total,15 to 64 years,Proportion employed part-time,17.2,Percent
2024,AB,Total,15 to 64 years,Unemployment,183.4,Persons in thousands
2024,AB,Total,15 to 64 years,Unemployment rate,7.1,Percent
2024,AB,Total,15 years and over,Employment,2518.9,Persons in thousands
2024,AB,Total,15 years and over,Employment rate,64.4,Percent
2024,AB,Total,15 years and over,Full-time employment,2059.1,Persons in thousands
2024,AB,Total,15 years and over,Labour force,2708.4,Persons in thousands
2024,AB,Total,15 years and over,Not in labour force,1205.2,Persons in thousands
2024,AB,Total,15 years and over,Part-time employment,459.9,Persons in thousands
2024,AB,Total,15 years and over,Participation rate,69.2,Percent
2024,AB,Total,15 years and over,Population,3913.6,Persons in thousands
2024,AB,Total,15 years and over,Proportion employed full-time,81.7,Percent
2024,AB,Total,15 years and over,Proportion employed part-time,18.3,Percent
2024,AB,Total,15 years and over,Unemployment,189.4,Persons in thousands
2024,AB,Total,15 years and over,Unemployment rate,7.0,Percent
2024,AB,Total,25 to 54 years,Employment,1719.9,Persons in thousands
2024,AB,Total,25 to 54 years,Employment rate,83.4,Percent
2024,AB,Total,25 to 54 years,Full-time employment,1516.9,Persons in thousands
2024,AB,Total,25 to 54 years,Labour force,1824.1,Persons in thousands
2024,AB,Total,25 to 54 years,Not in labour force,238.9,Persons in thousands
2024,AB,Total,25 to 54 years,Part-time employment,203.0,Persons in thousands
2024,AB,Total,25 to 54 years,Participation rate,88.4,Percent
2024,AB,Total,25 to 54 years,Population,2062.9,Persons in thousands
2024,AB,Total,25 to 54 years,Proportion employed full-time,88.2,Percent
2024,AB,Total,25 to 54 years,Proportion employed part-time,11.8,Percent
2024,AB,Total,25 to 54 years,Unemployment,104.2,Persons in thousands
2024,AB,Total,25 to 54 years,Unemployment rate,5.7,Percent
2024,BC,Total,15 to 24 years,Employment,364.8,Persons in thousands
2024,BC,Total,15 to 24 years,Employment rate,55.5,Percent
2024,BC,Total,15 to 24 years,Full-time employment,190.8,Persons in thousands
2024,BC,Total,15 to 24 years,Labour force,411.5,Persons in thousands
2024,BC,Total,15 to 24 years,Not in labour force,245.9,Persons in thousands
2024,BC,Total,15 to 24 years,Part-time employment,173.9,Persons in thousands
2024,BC,Total,15 to 24 years,Participation rate,62.6,Percent
2024,BC,Total,15 to 24 years,Population,657.4,Persons in thousands
2024,BC,Total,15 to 24 years,Proportion employed full-time,52.3,Percent
2024,BC,Total,15 to 24 years,Proportion employed part-time,47.7,Percent
2024,BC,Total,15 to 24 years,Unemployment,46.8,Persons in thousands
2024,BC,Total,15 to 24 years,Unemployment rate,11.4,Percent
2024,BC,Total,15 to 64 years,Employment,2755.1,Persons in thousands
2024,BC,Total,15 to 64 years,Employment rate,75.1,Percent
2024,BC,Total,15 to 64 years,Full-time employment,2246.1,Persons in thousands
2024,BC,Total,15 to 64 years,Labour force,2921.3,Persons in thousands
2024,BC,Total,15 to 64 years,Not in labour force,746.1,Persons in thousands
2024,BC,Total,15 to 64 years,Part-time employment,508.9,Persons in thousands
